name,blurb,goal,slug,disable_communication,country,deadline,state_changed_at,created_at,launched_at,staff_pick,backers_count,category,urls,deadline_weekday,state_changed_at_weekday,created_at_weekday,launched_at_weekday,deadline_month,deadline_day,deadline_hr,state_changed_at_month,state_changed_at_day,state_changed_at_hr,created_at_month,created_at_day,created_at_hr,launched_at_month,launched_at_day,launched_at_hr,create_to_launch,launch_to_deadline,launch_to_state_change,create_to_launch_days,launch_to_deadline_days,launch_to_state_change_days,SuccessfulBool,USorGB,TOPCOUNTRY,LaunchedTuesday,DeadlineWeekend
Travelling science magic show - Science Excites,"This is a touring Science Show. 3 performers will travel to remote schools, community halls , service centres and presenting shows",30000.0,travelling-science-magic-show-science-excites,False,AU,7/10/2014 16:51,7/10/2014 16:51,6/9/2014 21:37,6/10/2014 16:51,False,1,Experimental,"{""web"":{""project"":""https://www.kickstarter.com/projects/241479396/travelling-science-magic-show-science-excites?ref=category"",""rewards"":""https://www.kickstarter.com/projects/241479396/travelling-science-magic-show-science-excites/rewards""}}",Thursday,Thursday,Monday,Tuesday,7,10,16,7,10,16,6,9,21,6,10,16,0 days 19:14:30.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,0,30,30,0,0,0,1,0
"World's Smallest Portable Camera Robot, 2017 CES Winner","Koova is the 2017 CES Innovation Award winner. It's the smallest camera robot that can auto-track, face-recognize, and check your email",1000.0,worlds-smallest-portable-camera-robot-2017-ces-win,False,US,12/29/2016 13:01,12/29/2016 13:01,11/3/2016 0:40,11/29/2016 13:01,False,107,Robots,"{""web"":{""project"":""https://www.kickstarter.com/projects/555543571/worlds-smallest-portable-camera-robot-2017-ces-win?ref=category"",""rewards"":""https://www.kickstarter.com/projects/555543571/worlds-smallest-portable-camera-robot-2017-ces-win/rewards""}}",Thursday,Thursday,Thursday,Tuesday,12,29,13,12,29,13,11,3,0,11,29,13,26 days 12:20:09.000000000,30 days 00:00:00.000000000,30 days 00:00:02.000000000,26,30,30,1,1,1,1,0
"IvoryBoards - High Quality, Affordable Electric Skateboards","Introducing the IvoryBoard, the only affordable, high-performance electric skateboard in the world.",120000.0,ivoryboards-high-quality-affordable-electric-skate,False,AU,3/22/2017 0:00,2/13/2017 16:05,2/4/2017 11:50,2/13/2017 16:05,False,35,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/62720293/ivoryboards-high-quality-affordable-electric-skate?ref=category"",""rewards"":""https://www.kickstarter.com/projects/62720293/ivoryboards-high-quality-affordable-electric-skate/rewards""}}",Wednesday,Monday,Saturday,Monday,3,22,0,2,13,16,2,4,11,2,13,16,9 days 04:14:48.000000000,36 days 07:54:17.000000000,0 days 00:00:01.000000000,9,36,0,0,0,0,0,0
Odyssey TRX SDR DDC/DUC Tranceiver,Odyssey TRX is 16-bit ADC high performance DDC SDR 0.5-55 MHz tranceiver for radio amateurs with open source.,5000.0,odyssey-trx-sdr-ddc-duc-tranceiver,False,DE,3/5/2016 7:00,3/5/2016 7:00,1/6/2016 7:59,1/27/2016 9:28,False,17,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/245090331/odyssey-trx-sdr-ddc-duc-tranceiver?ref=category"",""rewards"":""https://www.kickstarter.com/projects/245090331/odyssey-trx-sdr-ddc-duc-tranceiver/rewards""}}",Saturday,Saturday,Wednesday,Wednesday,3,5,7,3,5,7,1,6,7,1,27,9,21 days 01:29:17.000000000,37 days 21:31:22.000000000,37 days 21:31:23.000000000,21,37,37,1,0,0,0,1
Tactile Keyboard For Your Android Smartphone,"TAPIT adds Tactile Programmable Buttons to your smartphone. Allowing you to do common stuff easily, with just one click away!",20000.0,tapit-customizable-tactile-keypad-case,False,DE,6/28/2016 11:26,6/28/2016 11:26,12/23/2015 1:55,5/24/2016 11:26,False,81,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/tapit/tapit-customizable-tactile-keypad-case?ref=category"",""rewards"":""https://www.kickstarter.com/projects/tapit/tapit-customizable-tactile-keypad-case/rewards""}}",Tuesday,Tuesday,Wednesday,Tuesday,6,28,11,6,28,11,12,23,1,5,24,11,153 days 09:31:09.000000000,35 days 00:00:00.000000000,35 days 00:00:01.000000000,153,35,35,0,0,0,1,0
Presents Today,"Finally, a site that makes gift giving easier. Gift giving done right!",4000.0,presents-today,False,US,9/4/2014 1:14,9/4/2014 1:15,7/31/2014 15:24,8/5/2014 1:14,False,8,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/1133154232/presents-today?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1133154232/presents-today/rewards""}}",Thursday,Thursday,Thursday,Tuesday,9,4,1,9,4,1,7,31,15,8,5,1,4 days 09:50:06.000000000,30 days 00:00:00.000000000,30 days 00:00:28.000000000,4,30,30,0,1,1,1,0
Evolutionary Algorithms - Natural Selection in Software Engineering,Evolutionary Algorithms is an experiential guide to understanding & creating software algorithms based on natural selection and complexity science.,2000.0,evolutionary-algorithms-natural-selection-in-softw,False,US,8/31/2010 22:59,8/31/2010 23:00,7/18/2010 16:03,7/18/2010 16:42,False,13,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/524531330/evolutionary-algorithms-natural-selection-in-softw?ref=category"",""rewards"":""https://www.kickstarter.com/projects/524531330/evolutionary-algorithms-natural-selection-in-softw/rewards""}}",Tuesday,Tuesday,Sunday,Sunday,8,31,22,8,31,23,7,18,16,7,18,16,0 days 00:38:24.000000000,44 days 06:16:48.000000000,44 days 06:18:44.000000000,0,44,44,0,1,1,0,0
LibreNet,"Ce projet se dÃ©finit comme un rÃ©seau parallÃ¨le Ã  internet protÃ©geant votre vie privÃ©e, partageant les ressources sans identifications.",1.0,librenet,False,FR,10/28/2016 13:40,10/28/2016 13:40,8/24/2016 12:38,8/29/2016 13:40,False,2,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/912585216/librenet?ref=category"",""rewards"":""https://www.kickstarter.com/projects/912585216/librenet/rewards""}}",Friday,Friday,Wednesday,Monday,10,28,13,10,28,13,8,24,12,8,29,13,5 days 01:02:12.000000000,60 days 00:00:00.000000000,60 days 00:00:01.000000000,5,60,60,1,0,0,0,0
My Area Sales,I'm working on a website that I believe will compete against Craigslist. Looking to build capital to help fund the project.,5000.0,my-area-sales,False,US,5/16/2015 10:44,5/16/2015 10:45,8/7/2014 20:01,4/16/2015 10:44,False,0,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/494753402/my-area-sales?ref=category"",""rewards"":""https://www.kickstarter.com/projects/494753402/my-area-sales/rewards""}}",Saturday,Saturday,Thursday,Thursday,5,16,10,5,16,10,8,7,20,4,16,10,251 days 14:43:00.000000000,30 days 00:00:00.000000000,30 days 00:00:28.000000000,251,30,30,0,1,1,0,1
The Laptop Swing,"The laptop swing, Turn Your Laptop into a OffTheLap-top. It moves, Cools, Charges, accessorizes and gets it up off your lap + it glows!",15000.0,the-laptop-swing,False,US,3/25/2015 3:57,3/25/2015 3:57,2/7/2015 2:07,2/18/2015 3:57,False,0,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/458371337/the-laptop-swing?ref=category"",""rewards"":""https://www.kickstarter.com/projects/458371337/the-laptop-swing/rewards""}}",Wednesday,Wednesday,Saturday,Wednesday,3,25,3,3,25,3,2,7,2,2,18,3,11 days 01:50:23.000000000,35 days 00:00:00.000000000,35 days 00:00:00.000000000,11,35,35,0,1,1,0,0
FreeBay for Australians (Canceled),eBay's accusation of Gumtree has led to ridicules fees for users wanting to sell their treasures. It's time to FIX this with Fr33Bay.,6000.0,freebay-for-australians,False,AU,9/17/2014 22:46,9/1/2014 5:44,8/14/2014 11:27,8/18/2014 22:46,False,1,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/753868002/freebay-for-australians?ref=category"",""rewards"":""https://www.kickstarter.com/projects/753868002/freebay-for-australians/rewards""}}",Wednesday,Monday,Thursday,Monday,9,17,22,9,1,5,8,14,11,8,18,22,4 days 11:18:49.000000000,30 days 00:00:00.000000000,13 days 06:58:32.000000000,4,30,13,0,0,0,0,0
RAFT: a new play by Emily Kitchens,"Faith. Home. Kin. RAFT is the slanted tale of sisters adrift, premiering this August at the Edinburgh Festival Fringe.",7500.0,raft-a-new-play-by-emily-kitchens,False,US,7/19/2015 22:59,7/19/2015 22:59,6/17/2015 1:16,6/19/2015 0:07,True,120,Festivals,"{""web"":{""project"":""https://www.kickstarter.com/projects/thegrouplab/raft-a-new-play-by-emily-kitchens?ref=category"",""rewards"":""https://www.kickstarter.com/projects/thegrouplab/raft-a-new-play-by-emily-kitchens/rewards""}}",Sunday,Sunday,Wednesday,Friday,7,19,22,7,19,22,6,17,1,6,19,0,1 days 22:51:16.000000000,30 days 22:51:25.000000000,30 days 22:51:25.000000000,1,30,30,1,1,1,0,1
World of Warcraft Addon Backup,"Project to create an Automator script for Mac, that backs up your World of Warcraft Addons for safe keeping or use on another computer",5000.0,world-of-warcraft-addon-backup,False,US,2/21/2011 18:50,2/21/2011 18:50,11/23/2010 17:01,11/23/2010 18:50,False,2,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/709669301/world-of-warcraft-addon-backup?ref=category"",""rewards"":""https://www.kickstarter.com/projects/709669301/world-of-warcraft-addon-backup/rewards""}}",Monday,Monday,Tuesday,Tuesday,2,21,18,2,21,18,11,23,17,11,23,18,0 days 01:49:03.000000000,90 days 00:00:00.000000000,90 days 00:00:03.000000000,0,90,90,0,1,1,1,0
Five Dollar Fitness - Changing The Way You Workout,"Five Dollar Fitness is an email and text message based workout service that sends you daily workouts, diet tips, and supplement coupons",5000.0,five-dollar-fitness-changing-the-way-you-workout,False,US,5/14/2015 9:50,5/14/2015 9:50,4/13/2015 16:15,4/14/2015 9:50,False,1,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/786061807/five-dollar-fitness-changing-the-way-you-workout?ref=category"",""rewards"":""https://www.kickstarter.com/projects/786061807/five-dollar-fitness-changing-the-way-you-workout/rewards""}}",Thursday,Thursday,Monday,Tuesday,5,14,9,5,14,9,4,13,16,4,14,9,0 days 17:34:55.000000000,30 days 00:00:00.000000000,30 days 00:00:04.000000000,0,30,30,0,1,1,1,0
McChi Lock,This lock is a deadbolt protecting device to prevent unwanted intruders. This promotes security and safety for you and your family.,7500.0,mcchi-lock,False,US,12/2/2014 1:14,12/2/2014 1:15,10/2/2014 15:01,10/23/2014 1:14,False,81,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/796790188/mcchi-lock?ref=category"",""rewards"":""https://www.kickstarter.com/projects/796790188/mcchi-lock/rewards""}}",Tuesday,Tuesday,Thursday,Thursday,12,2,1,12,2,1,10,2,15,10,23,1,20 days 10:12:41.000000000,40 days 00:00:00.000000000,40 days 00:00:58.000000000,20,40,40,1,1,1,0,0
OKO: A smart frame with social life,OKO is the first online multimedia frame that allows you to share all media content with your friends with an easy app!,70000.0,oko-a-smart-frame-with-social-life,False,US,7/27/2015 2:10,7/27/2015 2:10,2/16/2015 6:29,6/22/2015 2:10,False,90,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/cimnetic/oko-a-smart-frame-with-social-life?ref=category"",""rewards"":""https://www.kickstarter.com/projects/cimnetic/oko-a-smart-frame-with-social-life/rewards""}}",Monday,Monday,Monday,Monday,7,27,2,7,27,2,2,16,6,6,22,2,125 days 19:40:58.000000000,35 days 00:00:00.000000000,35 days 00:00:01.000000000,125,35,35,0,1,1,0,0
Cloud Based Hosted IPPBX Solution,ibeenet Cloud Hosted IP PBX offers Telco in the USA,11000.0,cloud-based-hosted-ippbx-solution,False,US,2/25/2015 14:20,2/25/2015 14:20,1/23/2015 10:11,1/26/2015 14:20,False,10,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/1171349404/cloud-based-hosted-ippbx-solution?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1171349404/cloud-based-hosted-ippbx-solution/rewards""}}",Wednesday,Wednesday,Friday,Monday,2,25,14,2,25,14,1,23,10,1,26,14,3 days 04:09:14.000000000,30 days 00:00:00.000000000,30 days 00:00:02.000000000,3,30,30,0,1,1,0,0
Hamford Little Explorers Nursery & Education Centre,"Bringing our local community new technologies for all ages, within our new nursery and education centre whilst supporting extra needs.",50000.0,hamford-little-explorers-nursery-and-education-cen,False,GB,7/27/2014 17:06,7/7/2014 10:46,6/21/2014 14:21,6/27/2014 17:06,False,0,Makerspaces,"{""web"":{""project"":""https://www.kickstarter.com/projects/1084171988/hamford-little-explorers-nursery-and-education-cen?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1084171988/hamford-little-explorers-nursery-and-education-cen/rewards""}}",Sunday,Monday,Saturday,Friday,7,27,17,7,7,10,6,21,14,6,27,17,6 days 02:45:35.000000000,30 days 00:00:00.000000000,9 days 17:39:52.000000000,6,30,9,0,1,1,0,1
The Mars Aerial Rover,OpenRobotix Labs plans to build the first UAV (drone) capable of sustained flight at low light and atmospheric density levels.,300000.0,the-mars-aerial-rover,False,US,12/15/2015 10:08,12/15/2015 10:08,8/19/2015 14:25,10/16/2015 10:08,False,6,Robots,"{""web"":{""project"":""https://www.kickstarter.com/projects/1508877889/the-mars-aerial-rover?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1508877889/the-mars-aerial-rover/rewards""}}",Tuesday,Tuesday,Wednesday,Friday,12,15,10,12,15,10,8,19,14,10,16,10,57 days 19:42:31.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,57,60,60,0,1,1,0,0
Stock market notification RSS feed,To create a stock market news notification RSS feed,100.0,stock-market-notification-rss-feed,False,AU,1/13/2015 18:22,1/13/2015 18:22,11/12/2014 22:51,11/14/2014 18:22,False,1,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/1938300328/stock-market-notification-rss-feed?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1938300328/stock-market-notification-rss-feed/rewards""}}",Tuesday,Tuesday,Wednesday,Friday,1,13,18,1,13,18,11,12,22,11,14,18,1 days 19:31:15.000000000,60 days 00:00:00.000000000,60 days 00:00:02.000000000,1,60,60,0,0,0,0,0
"The Rules: Sex, Lies & Serial Killers","The Rules is a brand new black-comedy, serial-killer-romance debuting at the Edinburgh Fringe this August and we need your help!",2000.0,the-rules-sex-lies-and-serial-killers,False,GB,7/18/2015 11:00,7/18/2015 11:00,6/5/2015 6:47,6/24/2015 15:30,False,30,Plays,"{""web"":{""project"":""https://www.kickstarter.com/projects/the-rules-play/the-rules-sex-lies-and-serial-killers?ref=category"",""rewards"":""https://www.kickstarter.com/projects/the-rules-play/the-rules-sex-lies-and-serial-killers/rewards""}}",Saturday,Saturday,Friday,Wednesday,7,18,11,7,18,11,6,5,6,6,24,15,19 days 08:43:30.000000000,23 days 19:29:20.000000000,23 days 19:29:36.000000000,19,23,23,1,1,1,0,1
Arise Yoga App,"Arise is an alarm clock app that walks the user through yoga routines, fueling the body with positive energy to face the day ahead.",2500.0,arise-yoga-app,False,US,11/30/2015 23:00,11/30/2015 23:00,9/28/2015 16:54,10/19/2015 17:58,False,19,Apps,"{""web"":{""project"":""https://www.kickstarter.com/projects/1596158291/arise-yoga-app?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1596158291/arise-yoga-app/rewards""}}",Monday,Monday,Monday,Monday,11,30,23,11,30,23,9,28,16,10,19,17,21 days 01:03:14.000000000,42 days 05:01:47.000000000,42 days 05:01:48.000000000,21,42,42,1,1,1,0,0
The Coalition Theater,Help create a permanent home for live comedy shows and classes in Downtown RVA.,25000.0,the-coalition-theater-0,False,US,5/4/2013 8:26,5/4/2013 8:26,4/2/2013 16:44,4/4/2013 8:26,False,307,Spaces,"{""web"":{""project"":""https://www.kickstarter.com/projects/rvacomedy/the-coalition-theater-0?ref=category"",""rewards"":""https://www.kickstarter.com/projects/rvacomedy/the-coalition-theater-0/rewards""}}",Saturday,Saturday,Tuesday,Thursday,5,4,8,5,4,8,4,2,16,4,4,8,1 days 15:41:50.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,1,30,30,1,1,1,0,1
mi8 | POWERFUL WIRELESS BLUETOOTH RETRO STEREO SYSTEM,"Audio Award-Winning Voix, are proud to introduce to you, their latest Wireless Bluetooth Sound System The 'mi8'. #mi8speakers",30000.0,mi8-powerful-wireless-bluetooth-retro-stereo-syste,False,US,9/9/2016 14:01,8/26/2016 10:25,4/25/2013 8:23,7/21/2016 15:00,False,138,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/1811947834/mi8-powerful-wireless-bluetooth-retro-stereo-syste?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1811947834/mi8-powerful-wireless-bluetooth-retro-stereo-syste/rewards""}}",Friday,Friday,Thursday,Thursday,9,9,14,8,26,10,4,25,8,7,21,15,1183 days 06:37:05.000000000,49 days 23:00:12.000000000,35 days 19:24:27.000000000,1183,49,35,0,1,1,0,0
BOT libre,"""free open artificial intelligence for everyone""
Help us develop a free open platform for chat bots and artificial intelligence",100000.0,bot-libre,False,CA,6/29/2015 11:25,6/29/2015 11:25,4/29/2015 8:12,4/30/2015 11:25,False,15,Software,"{""web"":{""project"":""https://www.kickstarter.com/projects/paphus/bot-libre?ref=category"",""rewards"":""https://www.kickstarter.com/projects/paphus/bot-libre/rewards""}}",Monday,Monday,Wednesday,Thursday,6,29,11,6,29,11,4,29,8,4,30,11,1 days 03:13:34.000000000,60 days 00:00:00.000000000,60 days 00:00:01.000000000,1,60,60,0,0,0,0,0
Bevel turns your smartphone into a 3D Camera,Photograph in 3D using this simple and easy to use attachment for your smartphone or tablet.,200000.0,bevel-3d-photography-for-any-smartphone-or-tablet,False,US,8/26/2015 21:06,8/26/2015 21:06,7/21/2015 15:02,7/26/2015 21:06,True,4148,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/matterandform/bevel-3d-photography-for-any-smartphone-or-tablet?ref=category"",""rewards"":""https://www.kickstarter.com/projects/matterandform/bevel-3d-photography-for-any-smartphone-or-tablet/rewards""}}",Wednesday,Wednesday,Tuesday,Sunday,8,26,21,8,26,21,7,21,15,7,26,21,5 days 06:04:08.000000000,31 days 00:00:00.000000000,31 days 00:00:00.000000000,5,31,31,1,1,1,0,0
IAS6 campaign (Canceled),Clothing that connects to your Social Media presence via a 6 digit code through our patented redirect system. Evolve beyond the fabric.,13000.0,the-ias6-whats-your-6-campaign,False,US,5/27/2014 21:19,5/25/2014 16:54,4/25/2014 9:27,5/7/2014 21:19,False,0,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/1292773864/the-ias6-whats-your-6-campaign?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1292773864/the-ias6-whats-your-6-campaign/rewards""}}",Tuesday,Sunday,Friday,Wednesday,5,27,21,5,25,16,4,25,9,5,7,21,12 days 11:52:01.000000000,20 days 00:00:00.000000000,17 days 19:34:32.000000000,12,20,17,0,1,1,0,0
"My Life in Michaels, a short play","Help bring ""My Life in Michaels"" to Bad Theater Fest, Oct. 22 2015!",1200.0,my-life-in-michaels-a-short-play,False,US,10/15/2015 21:00,10/15/2015 21:00,9/28/2015 14:03,9/29/2015 17:20,False,19,Festivals,"{""web"":{""project"":""https://www.kickstarter.com/projects/274680512/my-life-in-michaels-a-short-play?ref=category"",""rewards"":""https://www.kickstarter.com/projects/274680512/my-life-in-michaels-a-short-play/rewards""}}",Thursday,Thursday,Monday,Tuesday,10,15,21,10,15,21,9,28,14,9,29,17,1 days 03:17:14.000000000,16 days 03:39:36.000000000,16 days 03:39:51.000000000,1,16,16,1,1,1,1,0
